微	0	0	0	0	0	AD	O
信	0	0	0	0	0	VV	O
流量	0	0	0	0	0	NN	O
礼包	0	0	0	0	0	NN	O
怎么	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
流量	0	0	0	0	0	NN	O
银行	0	0	0	0	0	NN	O

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
流量	0	0	0	0	1	NN	B-BUS
family	0	0	0	1	0	AD	I-BUS
共享	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

流量	0	0	0	0	1	NN	B-BUS
family	0	0	0	1	0	AD	I-BUS
共享	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	SP	O

怎么	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
流量	0	0	0	0	1	NN	B-BUS
family	0	0	0	1	0	NN	I-BUS
共享	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

怎么	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
流量	0	0	0	0	1	NN	B-BUS
family	0	0	0	1	0	AD	I-BUS
共享	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
天翼	3	0	0	0	0	NN	B-BUS
生活	0	0	0	0	0	NN	I-BUS
客户端	0	0	0	0	1	NN	I-BUS
如何	0	0	0	0	0	AD	O
关闭	0	0	0	0	0	VV	O
手机	0	0	0	0	0	NN	O
上网	0	0	0	0	0	VV	O
包	0	0	0	0	0	VV	O

通过	0	0	0	0	0	P	O
天翼	3	0	0	0	0	NN	B-BUS
生活	0	0	0	0	0	NN	I-BUS
客户端	0	0	0	0	1	NN	I-BUS
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
手机	0	0	0	0	0	NN	O
上网	0	0	0	0	0	VV	O
包	0	0	0	0	0	VV	O

怎么	0	0	0	0	0	AD	O
变更	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
上网	0	0	0	0	1	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
中国电信	0	0	0	0	0	NR	O
江苏	0	0	0	0	0	NR	O
客服	0	0	0	0	0	NN	O
微	0	0	0	0	0	AD	O
信	0	0	0	0	0	VV	O
公众	0	0	0	0	0	NN	O
号	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
手机	0	0	0	0	0	NN	O
上网	0	0	0	0	0	VV	O
包	0	0	0	0	0	VV	O

通过	0	0	0	0	0	P	O
中国电信	0	0	0	0	0	NR	O
欢	0	0	0	0	1	VV	B-BUS
go	0	0	0	1	0	VV	I-BUS
网站	0	0	0	0	1	NN	I-BUS
www.189.cn	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
关闭	0	0	0	0	0	VV	O
手机	0	0	0	0	0	NN	O
上网	0	0	0	0	0	VV	O
包	0	0	0	0	0	VV	O

通过	0	0	0	0	0	P	O
中国电信	0	0	0	0	0	NR	O
欢	0	0	0	0	1	VV	B-BUS
go	0	0	0	1	0	VV	I-BUS
网站	0	0	0	0	1	NN	I-BUS
www.189.cn	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
手机	0	0	0	0	1	NN	B-BUS
上网	0	0	0	0	1	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
短信	0	0	0	0	0	NN	O
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
关闭	0	0	0	0	0	VV	O
手机	0	0	0	0	1	NN	B-BUS
上网	0	0	0	0	1	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
短信	0	0	0	0	0	NN	O
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
100元	0	0	0	0	0	CD	O
3g	0	1	0	0	0	M	B-BUS
手机	0	0	0	0	1	NN	I-BUS
上网	0	0	0	0	1	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
短信	0	0	0	0	1	NN	B-BUS
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
10元	0	0	0	0	0	NT	O
100m	0	0	0	0	0	NT	O
手机	0	0	0	0	1	NN	B-BUS
上网	0	0	0	0	1	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
短信	0	0	0	0	1	NN	B-BUS
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
20元	0	0	0	0	0	NT	O
300m	0	0	0	0	0	NT	O
手机	0	0	0	0	1	NN	B-BUS
上网	0	0	0	0	1	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
短信	0	0	0	0	0	NN	O
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
30元	0	0	0	0	0	CD	O
500m	0	0	0	0	0	M	O
手机	0	0	0	0	1	NN	B-BUS
上网	0	0	0	0	1	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
上网	0	0	0	0	1	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
上网	0	0	0	0	1	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
首月	0	0	0	0	0	NN	O
怎么	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O

天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
上网	0	0	0	0	1	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	DEC	O

我	0	0	0	0	0	PN	O
的	0	0	0	0	0	DEG	O
手机	0	0	0	0	0	NN	O
流量	0	0	0	0	0	NN	O
不够用	0	0	0	0	0	NN	O
怎么办	0	0	0	0	0	VV	O

怎么	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
上网	0	0	0	0	1	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

怎么	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
上网	0	0	0	0	1	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
短信	0	0	0	0	1	NN	B-BUS
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
50元	0	0	0	0	0	CD	O
1g	0	0	0	0	0	M	O
手机	0	0	0	0	0	NN	O
上网	0	0	0	0	0	VV	O
包	0	0	0	0	0	VV	O

通过	0	0	0	0	0	P	O
短信	0	0	0	0	0	NN	O
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
70元	0	0	0	0	0	CD	O
2g	0	0	0	0	0	M	O
手机	0	0	0	0	0	NN	O
上网	0	0	0	0	0	VV	O
包	0	0	0	0	0	VV	O

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
首月	0	0	0	0	0	NN	O
怎么	0	0	0	0	0	AD	O
收费	0	0	0	0	0	VV	O

天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	SP	O

怎样	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
什么时候	0	0	0	0	0	AD	O
生效	0	0	0	0	0	VV	O

变更	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
什么时候	0	0	0	0	0	AD	O
生效	0	0	0	0	0	VV	O

取消	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
什么时候	0	0	0	0	0	AD	O
失效	0	0	0	0	0	VV	O

怎样	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
畅	0	0	0	0	0	VA	I-BUS
聊	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

怎么	0	0	0	0	0	AD	O
变更	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

哪些	0	0	0	0	0	DT	O
客户	0	0	0	0	0	NN	O
可以	0	0	0	0	0	VV	O
办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

客户	0	0	0	0	0	NN	O
办	0	0	0	0	0	VV	O
理了	0	0	0	0	0	NN	O
3g	0	1	0	0	0	NN	B-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	NN	I-BUS
还	0	0	0	0	0	AD	O
可以	0	0	0	0	0	VV	O
办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
吗	0	0	0	0	0	SP	O

办理	0	0	0	0	0	VV	O
的	0	0	0	0	0	DEC	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
什么时候	0	0	0	0	0	AD	O
生效	0	0	0	0	0	VV	O

天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
只能	0	0	0	0	0	AD	O
用于	0	0	0	0	0	VV	O
4g	0	1	0	0	0	NN	B-BUS
上网	0	0	0	0	1	NN	I-BUS
吗	0	0	0	0	0	SP	O

天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
包	0	0	0	0	0	NN	O
内	0	0	0	0	0	LC	O
流量	0	0	0	0	0	NN	O
及	0	0	0	0	0	CC	O
月	0	0	0	0	0	NN	O
功能	0	0	0	0	0	NN	O
费	0	0	0	0	0	NN	O
计入	0	0	0	0	0	VV	O
套餐	0	0	0	0	0	NN	O
外	0	0	0	0	0	LC	O
流量	0	0	0	0	0	NN	O
15g	0	0	0	0	0	CD	O
及	0	0	0	0	0	CC	O
费用	0	0	0	0	0	NN	O
600元	0	0	0	0	0	NN	O
的	0	0	0	0	0	DEG	O
封顶	0	0	0	0	0	NN	O
值	0	0	0	0	0	VV	O
计算	0	0	0	0	0	VV	O
吗	0	0	0	0	0	SP	O

怎么	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
业务	0	0	0	0	0	NN	O

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
变更	0	0	0	0	0	NN	O
什么时候	0	0	0	0	0	AD	O
生效	0	0	0	0	0	VV	O

天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
订购	0	0	0	0	0	VV	O
首月	0	0	0	0	0	NN	O
怎么	0	0	0	0	0	AD	O
收费	0	0	0	0	0	VV	O

天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	SP	O

怎样	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
4g	0	1	0	0	0	NN	I-BUS
升级	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
可视	0	0	0	0	0	JJ	B-BUS
通话	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

可视	0	0	0	0	0	JJ	B-BUS
通话	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	SP	O

怎么	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
可视	0	0	0	0	0	JJ	B-BUS
通话	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

怎么	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
可视	0	0	0	0	0	JJ	B-BUS
通话	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
流量	0	0	0	0	1	NN	B-BUS
便利店	0	0	0	0	0	NN	I-BUS

流量	0	0	0	0	1	NN	B-BUS
便利店	0	0	0	0	0	NN	I-BUS
的	0	0	0	0	0	DEG	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	SP	O

怎么	0	0	0	0	0	AD	O
下载	0	0	0	0	0	VV	O
流量	0	0	0	0	1	NN	B-BUS
便利店	0	0	0	0	0	NN	I-BUS

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
爱	0	0	0	0	1	VV	B-BUS
游戏	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

怎么	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
爱	0	0	0	0	1	VV	B-BUS
游戏	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

怎么	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
爱	0	0	0	0	1	VV	B-BUS
游戏	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS

爱	0	0	0	0	1	VV	B-BUS
游戏	0	0	0	0	1	NN	I-BUS
定向	0	0	0	0	0	VV	I-BUS
流量	0	0	0	0	1	NN	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	SP	O

什么	0	0	0	0	0	PN	O
是	0	0	0	0	0	VC	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
首月	0	0	0	0	0	NN	O
怎么	0	0	0	0	0	AD	O
收费	0	0	0	0	0	VV	O

天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
的	0	0	0	0	0	DEC	O
费	0	0	0	0	0	NN	O
用是	0	0	0	0	0	AD	O
如何	0	0	0	0	0	AD	O
收取	0	0	0	0	0	VV	O
的	0	0	0	0	0	SP	O

怎么	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

怎么	0	0	0	0	0	AD	O
取消	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

哪些	0	0	0	0	0	DT	O
客户	0	0	0	0	0	NN	O
可以	0	0	0	0	0	VV	O
办理	0	0	0	0	0	VV	O
天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

天翼	3	0	0	0	0	NN	B-BUS
手机	0	0	0	0	1	NN	I-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
中	0	0	0	0	0	LC	O
是	0	0	0	0	0	VC	O
省内	0	0	0	0	0	NN	O
还是	0	0	0	0	0	CC	O
国内	0	0	0	0	0	NN	O
流量	0	0	0	0	0	NN	O

通过	0	0	0	0	0	P	O
中国电信	0	0	0	0	0	NR	B-BUS
欢	0	0	0	0	1	VV	I-BUS
go	0	0	1	0	0	VV	I-BUS
网站	0	0	0	0	1	NN	I-BUS
www.189.cn	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
办理	0	0	0	0	0	VV	O
流量	0	0	0	0	0	NN	B-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS

通过	0	0	0	0	0	P	O
短信	0	0	0	0	1	NN	B-BUS
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
100元	0	0	0	0	0	CD	O
3g	0	1	0	0	0	M	B-BUS
流量	0	0	0	0	1	NN	I-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
业务	0	0	0	0	0	NN	O

通过	0	0	0	0	0	P	O
短信	0	0	0	0	1	NN	B-BUS
方式	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
10元	0	0	0	0	0	NT	O
100m	0	0	0	0	0	NT	O
流量	0	0	0	0	1	NN	B-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
业务	0	0	0	0	0	NN	O

流量	0	0	0	0	1	NN	B-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
首月	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
收费	0	0	0	0	0	VV	O

通过	0	0	0	0	0	P	O
中国电信	0	0	0	0	0	NR	O
江苏	0	0	0	0	0	NR	O
客服	0	0	0	0	0	NN	O
微	0	0	0	0	0	AD	O
信	0	0	0	0	0	VV	O
公众	0	0	0	0	0	NN	O
号	0	0	0	0	0	NN	O
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
流量	0	0	0	0	1	NN	B-BUS
加餐	0	0	0	0	0	VV	I-BUS
包	0	0	0	0	0	VV	I-BUS
业务	0	0	0	0	0	NN	O

通过	0	0	0	0	0	P	O
天翼	3	0	0	0	0	NN	B-BUS
生活	0	0	0	0	0	NN	I-BUS
客户端	0	0	0	0	1	NN	I-BUS
如何	0	0	0	0	0	AD	O
开通	0	0	0	0	0	VV	O
